
          name, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/patternfly-next, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-user-feedback, @patternfly/react-virtualized-extension, patternfly, patternfly-react, patternfly-react-extensions, react
          RedHatInsights-insights-chrome-RedHatInsights-insights-chrome, ^5.3.1, ^5.4.0-prerelease.4, undefined, ^7.3.1, undefined, undefined, ^5.3.3, ^5.3.2, undefined, undefined, undefined, undefined, ^5.3.3, ^5.3.1, undefined, undefined, undefined, undefined, undefined, undefined, ^18.3.1
